sysbench --test=cpu run

[29240.335705] Planted jprobe at ffffffff919da6b0, handler addr ffffffffc05a2000
[29243.076785] 139695558339920  9772
[29243.076788] 139695558340184  9772
[29243.076793] 139695554691624  9772
[29243.076799] 139695555117840  9772
[29243.076810] 139695582679080  9772
[29243.076818] 139695554688592  9772
[29243.076821] 139695552504248  9772
[29243.076841] 139695582675604  9772
[29243.076848] 139695582668608  9772
[29243.076850] 139695582670904  9772
[29243.076853] 139695566630920  9772
[29243.076857] 139695566616512  9772
[29243.076861] 139695566618624  9772
[29243.076866] 139695566622856  9772
[29243.076893] 139695563271760  9772
[29243.076897] 139695563454416  9772
[29243.076901] 139695564306990  9772
[29243.076904] 139695564009872  9772
[29243.076908] 139695563280704  9772
[29243.076923] 139695566768608  9772
[29243.076927] 139695566873344  9772
[29243.076930] 139695566748464  9772
[29243.078576] 139695558344712  9772
[29243.078589] 139695558305208  9772
[29243.078672] 139695558307840  9772
[29243.078680] 139695558312472  9772
[29243.078683] 139695558316088  9772
[29243.078687] 139695558320136  9772
[29243.078718] 139695558324472  9772
[29243.078723] 139695558328704  9772
[29243.078727] 139695558332440  9772
[29243.078730] 139695558344184  9772
[29243.078735] 139695554858724  9772
[29243.078745] 139695555149824  9772
[29243.078750] 139695554802276  9772
[29243.078863] 139695554887680  9772
[29243.078973] 139695554957067  9772
[29243.079047] 139695555020297  9772
[29243.079113] 139695555215360  9772
[29243.079156] 139695582665576  9772
[29243.079158] 139695582665568  9772
[29243.079248] 139695580027240  9772
[29243.079252] 139695580028992  9772
[29243.079256] 139695580033464  9772
[29243.079260] 139695580037120  9772
[29243.079263] 139695580041216  9772
[29243.079268] 139695580049408  9772
[29243.079274] 139695580053504  9772
[29243.079278] 139695580069872  9772
[29243.079281] 139695580069888  9772
[29243.079285] 139695580074424  9772
[29243.079288] 139695580107208  9772
[29243.079292] 139695580111352  9772
[29243.079295] 139695580115992  9772
[29243.079297] 139695580119048  9772
[29243.079300] 139695580405104  9772
[29243.079302] 139695580405776  9772
[29243.079305] 139695574249472  9772
[29243.079309] 139695580409896  9772
[29243.079311] 139695580413952  9772
[29243.079314] 139695580418064  9772
[29243.079316] 139695580422184  9772
[29243.079319] 139695580426240  9772
[29243.079322] 139695580430680  9772
[29243.079324] 139695580435040  9772
[29243.079326] 139695580457632  9772
[29243.079329] 139695580463784  9772
[29243.079331] 139695580467216  9772
[29243.079334] 139695580471504  9772
[29243.079337] 139695574286336  9772
[29243.079340] 139695580475408  9772
[29243.079343] 139695580480232  9772
[29243.079345] 139695580484120  9772
[29243.079347] 139695580488976  9772
[29243.079350] 139695580491792  9772
[29243.079353] 139695580495872  9772
[29243.079355] 139695580499976  9772
[29243.079358] 139695580504400  9772
[29243.079361] 139695580508936  9772
[29243.079363] 139695580512688  9772
[29243.079387] 139695563822768  9772
[29243.079421] 6402056  9772
[29243.079455] 139695574180560  9772
[29243.079458] 139695572038560  9772
[29243.079466] 139695563718000  9772
[29243.079471] 139695566653240  9772
[29243.079473] 139695566645216  9772
[29243.079475] 139695562818976  9772
[29243.079479] 139695566643000  9772
[29243.079481] 139695563761312  9772
[29243.079485] 139695563382448  9772
[29243.079505] 139695552580736  9772
[29243.079515] 139695562924672  9772
[29243.079519] 139695555439664  9772
[29243.079523] 139695558364360  9772
[29243.079525] 139695558364360  9772
[29243.079553] 139695563203360  9772
[29243.079560] 7012360  9772
[29243.079562] 7085080  9772
[29243.079565] 139695555971872  9772
[29243.079569] 139695558365624  9772
[29243.079570] 139695558365624  9772
[29243.079577] 6811776  9772
[29243.079582] 4264543  9772
[29243.079590] 7086088  9772
[29243.079599] 7090200  9772
[29243.079610] 7094280  9772
[29243.079620] 140732142610685  9772
[29243.079624] 139695564221027  9772
[29243.079630] 139695563144816  9772
[29243.079635] 6411504  9772
[29243.079638] 139695563002224  9772
[29243.079643] 139695563036848  9772
[29243.079649] 140732142588448  9772
[29243.079652] 140732142586988  9772
[29243.082073] 140732142678144  9772
[29243.082111] 140732142682112  9772
[29243.082194] 139695582780816  9772
[29243.082209] 139695582777272  9772
[29253.245989] 139695563519568  9772
[29253.247093] 140732142596088  9772
[29253.247498] 139695564338976  9772
[29253.249749] 6414336  9772
[29253.249756] 6418432  9772
[29253.249760] 6422528  9772
[29253.249763] 6426624  9772
[29253.249767] 6430720  9772
[29253.249773] 6434816  9772
[29253.249778] 6438912  9772
[29253.249781] 6443008  9772
[29253.249784] 6447104  9772
[29253.249863] 6451200  9772
[29253.249868] 6455296  9772
[29253.249872] 6459392  9772
[29253.249875] 6463488  9772
[29253.249878] 6467584  9772
[29253.249881] 6471680  9772
[29253.249885] 6475776  9772
[29253.249888] 6479872  9772
[29253.249891] 6483968  9772
[29253.249894] 6488064  9772
[29253.249898] 6492160  9772
[29253.249901] 6496256  9772
[29253.249904] 6500352  9772
[29253.249907] 6504448  9772
[29253.249911] 6508544  9772
[29253.249914] 6512640  9772
[29253.249917] 6516736  9772
[29253.249921] 6520832  9772
[29253.249924] 6524928  9772
[29253.249927] 6529024  9772
[29253.249930] 6533120  9772
[29253.249934] 6537216  9772
[29253.249937] 6541312  9772
[29253.249940] 6545408  9772
[29253.249943] 6549504  9772
[29253.249946] 6553600  9772
[29253.249950] 6557696  9772
[29253.249953] 6561792  9772
[29253.249956] 6565888  9772
[29253.249959] 6569984  9772
[29253.249963] 6574080  9772
[29253.249966] 6578176  9772
[29253.249969] 6582272  9772
[29253.249972] 6586368  9772
[29253.249976] 6590464  9772
[29253.251527] 139695574934240  9772
[29253.251544] 139695560558704  9772
[29253.251557] 139695567142156  9772
